;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОНЫ;ФАКСЫ;СОТОВЫЕ ТЕЛЕФОНЫ;EMAIL;САЙТ;X;Y;ОПИСАНИЕ;ИНДЕКС;ПН;ПЕРЕРЫВ;ВТ;ПЕРЕРЫВ;СР;ПЕРЕРЫВ;ЧТ;ПЕРЕРЫВ;ПТ;ПЕРЕРЫВ;СБ;ПЕРЕРЫВ;ВС;ПЕРЕРЫВ;ОПЛАТА;ВАЛЮТА;СРЕДНИЙ ЧЕК;КУХНЯ;ДОПОЛНИТЕЛЬНО
7E+16;Ермолинские полуфабрикаты, сеть магазинов;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Железногорск;Ленина, 24;;;;;;93.530893738883;56.250898059985;;662971;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Балтийский, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Ленинградский проспект, 35;8(3919)761620, 8(3919)749899;;;;;93.529206620287;56.225159864899;;662978;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Виктория О, торговая компания;Продукты питания / Напитки;Яйцо;Красноярский край;Железногорск;Курчатова проспект, 22а;;8(3919)726047;;;;93.54465458868;56.237803971668;;662970;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;Mini Max, супермаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Свердлова, 52а;8(3919)756241;;;;;93.53912331846;56.259886069452;;662972;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Красноярский хлеб, ООО, торговая сеть;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Железногорск;Ленина, 25;8(3919)746667;;;;;93.532051895692;56.251546050789;;662971;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;08:00-21:00;;Наличный расчет;RUB;;;Торты на заказ
9,85691E+14;Mini Max, супермаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Свердлова, 37;8(3919)739204;;;;;93.537740963665;56.255075643842;;662971;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Балтийский, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Курчатова проспект, 54;8(3919)726923;;;;;93.553876011619;56.232480754542;;662970;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;08:00-23:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Моменталь, ООО;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Железногорск;Южная, 18е;8(3919)762512;;;;;93.496343221175;56.239931474378;;662977;08:00-17:00;12:00-13:00;08:00-17:00;12:00-13:00;08:00-17:00;12:00-13:00;08:00-17:00;12:00-13:00;08:00-17:00;12:00-13:00;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;Балтийский, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Свердлова, 22;8(3919)752484;;;;;93.534472344763;56.250113942194;;662971;08:00-22:45;;08:00-22:45;;08:00-22:45;;08:00-22:45;;08:00-22:45;;08:00-22:45;;08:00-22:45;;Наличный расчет, Visa, Mastercard, Золотая корона;RUB;;;
9,85691E+14;Аллея, сеть гипермаркетов;Торговые комплексы / Спецмагазины;Гипермаркеты;Красноярский край;Железногорск;Ленинградский проспект, 1Б;8(391)2570553;;;;;93.547279131396;56.230101682347;Торговая сеть Командор (входит в группу компаний Командор)  один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 87 супермаркетов и магазинов шаговой доступности Командор в 13 городах Красноярского края и Республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289781797,lo;662978;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Мясной магазин, ИП Якимова Е.В.;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Железногорск;Октябрьская, 4;89504280409;;89504280409;;;93.524934480986;56.249484573875;;662971;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Индюшкино, сеть мясных магазинов, ООО Свежие продукты;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Железногорск;Октябрьская, 4;;;;;;93.524934480986;56.249484573875;;662971;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85691E+14;Балтийский, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Саянская, 17;8(3919)722296;;;;;93.562056333622;56.227167751975;;662970;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Подкова, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;60 лет ВЛКСМ, 6\1;8(3919)747113;;;;;93.538866310261;56.229189660132;;662978;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-23:00;;09:00-23:00;;09:00-22:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Надежда, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Ленинградский проспект, 71;8(3919)762012;;;;;93.511920038469;56.223535224213;;662980;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;09:00-22:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85691E+14;Родник, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Мира проезд, 11;8(3919)747667;;;;;93.514516766304;56.227265001941;;662980;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;Наличный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Оптово-розничный магазин мяса и колбас, ИП Усольцева Я.М.;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Железногорск;Свердлова, 35;8(3919)758838;;;;;93.537491881775;56.25434199997;;662971;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-15:00;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85691E+14;Оптово-розничный магазин мяса и колбас, ИП Усольцева Я.М.;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Железногорск;Свердлова, 35;8(3919)758838;;;;;93.537491881775;56.25434199997;;662971;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-15:00;;Выходной;;Наличный расчет;RUB;;;
9,85691E+14;Риф+, ООО, рыбоперерабатывающий завод;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Железногорск;Красноярская, 80е;8(3919)790220;;;;;93.427107863169;56.207596868142;;662970;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85691E+14;Пятачок, магазин мяса;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Железногорск;Школьная, 8;8(3919)756481;;;;;93.524519965922;56.246675068528;;662971;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-15:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;КрасВенд, торговая компания;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Железногорск;Ленинградский проспект, 1Б;8(3919)708026;;;info@krasvend.ru;http://krasvend.ru;93.547279131396;56.230101682347;;662978;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;Наличный расчет, Без начиный расчет;RUB;;;
9,85691E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Железногорск;Крупской, 11;;8(391)2771390(доп.855);;info@krasyar.ru;http://krasyar.ru;93.539553697085;56.249686872023;;662971;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;07:00-01:00;;Наличный расчет, Visa, Mastercard;RUB;;;
